timestamp,ap0,av0,bp0,bv0,ap1,av1,bp1,bv1,ap2,av2,bp2,bv2,ap3,av3,bp3,bv3,ap4,av4,bp4,bv4,ap5,av5,bp5,bv5,ap6,av6,bp6,bv6,ap7,av7,bp7,bv7,ap8,av8,bp8,bv8,ap9,av9,bp9,bv9
2024-11-12T06:50:52.921561Z,3392.470000000,2.700000000,3391.570000000,52.483055930,3392.630000000,0.008780100,3391.560000000,0.057002740,3392.640000000,0.589128710,3391.550000000,1.000000000,3392.690000000,73.687940390,3391.240000000,2.700000000,3392.970000000,2.700000000,3391.220000000,52.488396660,3393.150000000,0.434709000,3390.980000000,0.035000000,3393.160000000,0.117925230,3390.870000000,2.700000000,3393.320000000,2.700000000,3390.630000000,0.661000000,3393.800000000,0.006910610,3390.300000000,2.700000000,3393.920000000,0.166325180,3389.760000000,2.700000000
2024-11-12T06:50:52.924207Z,3392.470000000,2.700000000,3391.570000000,52.483055930,3392.630000000,0.008780100,3391.560000000,0.057002740,3392.640000000,0.589128710,3391.550000000,1.000000000,3392.690000000,73.687940390,3391.220000000,52.488396660,3392.970000000,2.700000000,3390.980000000,0.035000000,3393.150000000,0.434709000,3390.870000000,2.700000000,3393.160000000,0.117925230,3390.630000000,0.661000000,3393.320000000,2.700000000,3390.300000000,2.700000000,3393.800000000,0.006910610,3389.760000000,2.700000000,3393.920000000,0.166325180,3389.510000000,16.061269640
2024-11-12T06:50:52.926078Z,3392.470000000,2.700000000,3391.570000000,52.483055930,3392.630000000,0.008780100,3391.560000000,0.057002740,3392.640000000,0.589128710,3391.550000000,1.000000000,3392.970000000,2.700000000,3391.220000000,52.488396660,3393.150000000,0.434709000,3390.980000000,0.035000000,3393.160000000,0.117925230,3390.870000000,2.700000000,3393.320000000,2.700000000,3390.630000000,0.661000000,3393.800000000,0.006910610,3390.300000000,2.700000000,3393.920000000,0.166325180,3389.760000000,2.700000000,3393.990000000,73.659789710,3389.510000000,16.061269640
2024-11-12T06:50:52.929213Z,3392.470000000,2.700000000,3391.570000000,52.483055930,3392.630000000,0.008780100,3391.560000000,0.057002740,3392.970000000,2.700000000,3391.550000000,1.000000000,3393.150000000,0.434709000,3391.220000000,52.488396660,3393.160000000,0.117925230,3390.980000000,0.035000000,3393.320000000,2.700000000,3390.870000000,2.700000000,3393.800000000,0.006910610,3390.630000000,0.661000000,3393.920000000,0.166325180,3390.300000000,2.700000000,3393.990000000,73.659789710,3389.760000000,2.700000000,3394.400000000,2.700000000,3389.510000000,16.061269640
2024-11-12T06:50:52.933399Z,3392.470000000,2.700000000,3391.570000000,52.483055930,3392.630000000,0.008780100,3391.560000000,0.057002740,3392.970000000,2.700000000,3391.550000000,1.000000000,3393.150000000,0.434709000,3390.980000000,0.035000000,3393.160000000,0.117925230,3390.870000000,2.700000000,3393.320000000,2.700000000,3390.630000000,0.661000000,3393.800000000,0.006910610,3390.300000000,2.700000000,3393.920000000,0.166325180,3389.760000000,2.700000000,3393.990000000,73.659789710,3389.510000000,16.061269640,3394.400000000,2.700000000,3389.480000000,0.159041820
2024-11-12T06:50:52.936317Z,3392.470000000,2.700000000,3391.560000000,0.057002740,3392.630000000,0.008780100,3391.550000000,1.000000000,3392.970000000,2.700000000,3390.980000000,0.035000000,3393.150000000,0.434709000,3390.870000000,2.700000000,3393.160000000,0.117925230,3390.630000000,0.661000000,3393.320000000,2.700000000,3390.300000000,2.700000000,3393.800000000,0.006910610,3389.760000000,2.700000000,3393.920000000,0.166325180,3389.510000000,16.061269640,3393.990000000,73.659789710,3389.480000000,0.159041820,3394.400000000,2.700000000,3389.290000000,0.749000000
2024-11-12T06:50:52.940140Z,3392.470000000,2.700000000,3391.560000000,0.057002740,3392.960000000,0.008780100,3391.550000000,1.000000000,3392.970000000,2.700000000,3390.980000000,0.035000000,3393.150000000,0.434709000,3390.870000000,2.700000000,3393.160000000,0.117925230,3390.630000000,0.661000000,3393.320000000,2.700000000,3390.300000000,2.700000000,3393.800000000,0.006910610,3389.760000000,2.700000000,3393.920000000,0.166325180,3389.510000000,16.061269640,3393.990000000,73.659789710,3389.480000000,0.159041820,3394.400000000,2.700000000,3389.290000000,0.749000000
2024-11-12T06:50:52.968780Z,3392.470000000,2.700000000,3391.560000000,0.057002740,3392.960000000,0.008780100,3391.550000000,1.000000000,3392.970000000,2.700000000,3390.980000000,0.035000000,3393.150000000,0.434709000,3390.880000000,4.000000000,3393.160000000,0.117925230,3390.870000000,2.700000000,3393.320000000,2.700000000,3390.630000000,0.661000000,3393.800000000,0.006910610,3390.300000000,2.700000000,3393.920000000,0.166325180,3389.760000000,2.700000000,3393.990000000,73.659789710,3389.510000000,16.061269640,3394.400000000,2.700000000,3389.480000000,0.159041820
2024-11-12T06:50:52.994467Z,3392.470000000,5.400000000,3391.560000000,0.057002740,3392.960000000,0.008780100,3391.550000000,1.000000000,3392.970000000,2.700000000,3390.980000000,0.035000000,3393.150000000,0.434709000,3390.880000000,4.000000000,3393.160000000,0.117925230,3390.870000000,2.700000000,3393.320000000,2.700000000,3390.630000000,0.661000000,3393.800000000,0.006910610,3390.300000000,2.700000000,3393.920000000,0.166325180,3389.760000000,2.700000000,3393.990000000,73.659789710,3389.510000000,16.061269640,3394.400000000,2.700000000,3389.480000000,0.159041820
2024-11-12T06:50:52.997186Z,3392.470000000,5.400000000,3391.560000000,0.057002740,3392.960000000,0.008780100,3391.550000000,1.000000000,3392.970000000,2.700000000,3390.980000000,0.035000000,3393.150000000,0.434709000,3390.880000000,4.000000000,3393.160000000,0.117925230,3390.630000000,0.661000000,3393.320000000,2.700000000,3390.300000000,2.700000000,3393.800000000,0.006910610,3389.760000000,2.700000000,3393.920000000,0.166325180,3389.510000000,16.061269640,3393.990000000,73.659789710,3389.480000000,0.159041820,3394.400000000,2.700000000,3389.290000000,0.749000000
