side,ts_event,ts_recv,price,size,action,order_id,symbol
a,2024-11-12T06:50:48.603511006Z,2024-11-11 23:50:48.196095,221.1,2.13966547,add,O7JMII-L4EAT-ZA6WUJ,SOL/USD
a,2024-11-12T06:50:48.607071978Z,2024-11-11 23:50:48.199632,3393.25,2.7,delete,OUARLQ-OYKSS-XU62GR,ETH/USD
a,2024-11-12T06:50:14.030585826Z,2024-11-11 23:50:48.199632,3393.66,0.926,add,O4B2PS-ACXZD-ZBNWK3,ETH/USD
a,2024-11-12T06:50:47.432896054Z,2024-11-11 23:50:48.199632,3393.66,1.32379775,add,OCTR7U-AJJIV-G4C7RX,ETH/USD
b,2024-11-12T06:50:48.607125675Z,2024-11-11 23:50:48.199763,220.95,77.16644803,add,OV2RX6-U4AXE-DDELFL,SOL/USD
b,2024-11-12T06:50:48.611186479Z,2024-11-11 23:50:48.203558,0.3994083,1015.63559852,delete,OORAE7-KTDO4-2FEM4J,DOGE/USD
b,2024-11-12T06:50:48.595076011Z,2024-11-11 23:50:48.203558,0.3994035,1000.70887715,add,OIORJH-OKY3B-QC3ZXL,DOGE/USD
b,2024-11-12T06:50:48.647285750Z,2024-11-11 23:50:48.239795,3390.16,4.24812982,add,OD7KES-TAVV7-CW5QME,ETH/USD
a,2024-11-12T06:50:48.649036905Z,2024-11-11 23:50:48.241572,3392.86,4.24812982,add,OXKEQL-4BEOU-UXE5JD,ETH/USD
a,2024-11-12T06:50:48.651314127Z,2024-11-11 23:50:48.243860,3392.71,5.9,add,OIP622-NEOEM-H2CFC7,ETH/USD
b,2024-11-12T06:50:48.652682920Z,2024-11-11 23:50:48.245283,3390.02,0.72912968,add,O7M3RF-QYFZJ-6BWNAO,ETH/USD
a,2024-11-12T06:50:48.658098219Z,2024-11-11 23:50:48.250833,0.4005123,18708.65110467,add,OTHV45-IKKOM-4EASLB,DOGE/USD
a,2024-11-12T06:50:48.671137576Z,2024-11-11 23:50:48.264089,3391.81,2.7,delete,OE2SJH-WGP25-Z5FTPG,ETH/USD
a,2024-11-12T06:50:48.602557242Z,2024-11-11 23:50:48.264089,3393.65,17.68431317,add,ODD4K5-LO2K5-H623I2,ETH/USD
b,2024-11-12T06:50:48.671518301Z,2024-11-11 23:50:48.264228,3390.31,0.05898724,add,OZ7X7Z-4MTSQ-S26P3I,ETH/USD
b,2024-11-12T06:50:48.678349690Z,2024-11-11 23:50:48.271132,0.3995046,4000.0,delete,O4S5GJ-BTZJX-IFDZPZ,DOGE/USD
b,2024-11-12T06:50:46.900588957Z,2024-11-11 23:50:48.271132,0.3993624,30000.0,add,O3HQY7-PB7ZZ-WLMWPV,DOGE/USD
b,2024-11-12T06:50:48.703746788Z,2024-11-11 23:50:48.296392,220.88,27.05593525,delete,O55BDD-MN6M7-QUCFTE,SOL/USD
b,2024-11-12T06:50:48.703746792Z,2024-11-11 23:50:48.296502,220.87,43.25532322,add,OZANKT-LIPOY-SQOXMM,SOL/USD
b,2024-11-12T06:50:48.707074547Z,2024-11-11 23:50:48.299403,220.9,77.16644803,delete,OWV42R-3OK7T-PR4DLT,SOL/USD
a,2024-11-12T06:50:48.708646435Z,2024-11-11 23:50:48.301314,89798.9,5.56799789,delete,OJPJHU-UMQIA-Y2CATL,BTC/USD
a,2024-11-12T06:49:48.222975378Z,2024-11-11 23:50:48.301314,89802.9,5.11e-05,add,OPA6WJ-Z34PE-Q7M3SH,BTC/USD
a,2024-11-12T06:50:48.711700804Z,2024-11-11 23:50:48.304342,221.07,27.05593525,delete,OIROAU-ER7QZ-QA2XMF,SOL/USD
a,2024-11-12T06:50:48.410223619Z,2024-11-11 23:50:48.305169,89798.8,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:49:13.449499365Z,2024-11-11 23:50:48.305169,89803.0,0.00155264,add,OS24VP-W7GGU-XA2AOQ,BTC/USD
a,2024-11-12T06:50:48.712945658Z,2024-11-11 23:50:48.305286,89798.9,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:48.714540971Z,2024-11-11 23:50:48.307989,0.400512,2009.56567346,add,O7G3HZ-W35UR-ICJ4GV,DOGE/USD
a,2024-11-12T06:50:48.715769701Z,2024-11-11 23:50:48.308648,0.400442,7433.0,add,OCQNDQ-SW5UQ-KI6G3F,DOGE/USD
b,2024-11-12T06:50:48.719551323Z,2024-11-11 23:50:48.312155,0.3997178,9595.39421078,add,O5SCWL-OHIO4-YWOEIZ,DOGE/USD
b,2024-11-12T06:50:48.720473520Z,2024-11-11 23:50:48.313191,220.87,17.92287169,add,OH4SQW-AZ7WA-BX2G2T,SOL/USD
a,2024-11-12T06:50:48.745845853Z,2024-11-11 23:50:48.338585,221.03,135.73026182,delete,OQITQW-7H5LU-HEPKHG,SOL/USD
a,2024-11-12T06:50:48.746884670Z,2024-11-11 23:50:48.339496,221.03,45.24378951,delete,OUH2OA-HYLMY-TCWRMS,SOL/USD
a,2024-11-12T06:50:48.749847270Z,2024-11-11 23:50:48.342719,221.03,45.24403511,add,OMEHL7-E42YX-CEB4A2,SOL/USD
b,2024-11-12T06:50:48.750139571Z,2024-11-11 23:50:48.342844,220.98,77.16644803,add,OGNZ2O-2KEHE-IU7BLA,SOL/USD
a,2024-11-12T06:50:48.750987255Z,2024-11-11 23:50:48.343268,221.06,135.71270166,add,OJNEWP-5DAVC-A2TYUE,SOL/USD
a,2024-11-12T06:50:48.759481980Z,2024-11-11 23:50:48.351975,221.03,45.24403511,delete,OMEHL7-E42YX-CEB4A2,SOL/USD
a,2024-11-12T06:50:48.762659533Z,2024-11-11 23:50:48.355336,221.04,45.24122151,add,O5YH4A-CZNND-7GTL4F,SOL/USD
a,2024-11-12T06:50:48.820329430Z,2024-11-11 23:50:48.412911,221.1,18.1078883,delete,OFGXNA-UDPWQ-4KPIMC,SOL/USD
a,2024-11-12T06:50:48.822340238Z,2024-11-11 23:50:48.417469,0.400512,2009.56567346,delete,O7G3HZ-W35UR-ICJ4GV,DOGE/USD
a,2024-11-12T06:50:39.684083244Z,2024-11-11 23:50:48.417469,0.4005924,2193.75,add,OGY4VS-ZAEI4-PECD6J,DOGE/USD
b,2024-11-12T06:50:48.823996677Z,2024-11-11 23:50:48.418773,220.95,77.16644803,delete,OV2RX6-U4AXE-DDELFL,SOL/USD
b,2024-11-12T06:50:47.286077559Z,2024-11-11 23:50:48.418773,220.85,10.19004433,add,O376UJ-DQJBH-CHELTG,SOL/USD
b,2024-11-12T06:50:48.473245528Z,2024-11-11 23:50:48.418773,220.85,221.86746802,add,OZ4VNN-7L6SR-YKPQVU,SOL/USD
a,2024-11-12T06:50:48.825882450Z,2024-11-11 23:50:48.421313,221.05,226.20064143,delete,OZFI2E-JDAWA-IICHQM,SOL/USD
b,2024-11-12T06:50:48.825936529Z,2024-11-11 23:50:48.421500,220.97,45.25436496,delete,OYS4ZI-IWQDZ-53RQFG,SOL/USD
a,2024-11-12T06:50:48.826101242Z,2024-11-11 23:50:48.421756,221.03,45.24352125,delete,OF7AD2-IU46P-GCA47J,SOL/USD
a,2024-11-12T06:50:47.546998235Z,2024-11-11 23:50:48.421756,221.11,114.161,add,O5C5XM-VJYT7-QUNGBU,SOL/USD
a,2024-11-12T06:50:48.827976344Z,2024-11-11 23:50:48.423942,0.400442,7433.0,delete,OCQNDQ-SW5UQ-KI6G3F,DOGE/USD
a,2024-11-12T06:50:48.475543036Z,2024-11-11 23:50:48.423942,0.4006215,5631.01938712,add,OGIXRI-KLXSR-QREKIO,DOGE/USD
a,2024-11-12T06:50:48.830017714Z,2024-11-11 23:50:48.426333,221.1,226.14808595,add,O4MGK3-QHIRB-WDCFT2,SOL/USD
b,2024-11-12T06:50:48.830038870Z,2024-11-11 23:50:48.426485,220.98,45.25296406,add,OREYC2-X6LQF-TPEUMR,SOL/USD
b,2024-11-12T06:50:48.832457276Z,2024-11-11 23:50:48.430933,3390.98,2.7,add,OSCD4U-VMJMD-YU7WLO,ETH/USD
a,2024-11-12T06:50:48.833663593Z,2024-11-11 23:50:48.431105,89799.0,0.3375,delete,ONCKQY-YJUB7-DYPXDD,BTC/USD
a,2024-11-12T06:49:13.449499365Z,2024-11-11 23:50:48.431105,89803.0,0.00155264,add,OS24VP-W7GGU-XA2AOQ,BTC/USD
b,2024-11-12T06:50:48.836716987Z,2024-11-11 23:50:48.435131,3390.31,0.05898724,delete,OZ7X7Z-4MTSQ-S26P3I,ETH/USD
b,2024-11-12T06:50:48.188747039Z,2024-11-11 23:50:48.435131,3389.47,0.84574642,add,OODZI7-R3ODO-IOVCD4,ETH/USD
a,2024-11-12T06:50:48.836910459Z,2024-11-11 23:50:48.435418,3391.8,0.434709,delete,O7AXHL-BEXDO-CYJZQA,ETH/USD
b,2024-11-12T06:50:48.837165618Z,2024-11-11 23:50:48.436030,3389.53,0.72912968,delete,OCVSZN-MDXPF-NAVNG5,ETH/USD
b,2024-11-12T06:50:47.009588631Z,2024-11-11 23:50:48.436030,3389.43,1.0,add,OFXAL2-MX6W5-53WO66,ETH/USD
a,2024-11-12T06:50:48.837386502Z,2024-11-11 23:50:48.436361,0.4003892,2193.75,delete,OY34HQ-DFAZK-I3QZUJ,DOGE/USD
a,2024-11-12T06:50:17.779793365Z,2024-11-11 23:50:48.436361,0.4006421,2193.75,add,OV4WMK-T6JFU-EXMDVW,DOGE/USD
a,2024-11-12T06:50:48.712945658Z,2024-11-11 23:50:48.438390,89798.9,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:47.518280417Z,2024-11-11 23:50:48.438390,89809.3,2.78367906,add,OJSG3L-CHNMI-SDCOMI,BTC/USD
a,2024-11-12T06:50:48.838784419Z,2024-11-11 23:50:48.438565,89799.3,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
b,2024-11-12T06:50:48.840794178Z,2024-11-11 23:50:48.442354,3390.99,2.7,add,OQKOPW-XW54O-INAWOE,ETH/USD
a,2024-11-12T06:50:48.842118770Z,2024-11-11 23:50:48.444204,0.4004324,2193.75,delete,OS6SJS-6N54I-M5PDIX,DOGE/USD
a,2024-11-12T06:50:48.409334509Z,2024-11-11 23:50:48.444204,0.4006744,35051.8,add,OWJVL3-HGCXF-BA7K7N,DOGE/USD
b,2024-11-12T06:50:48.843741487Z,2024-11-11 23:50:48.446685,3390.99,2.7,add,OCY4O3-MTATL-LOG2NX,ETH/USD
a,2024-11-12T06:50:48.843885250Z,2024-11-11 23:50:48.446815,3392.47,2.7,delete,O3JJWR-MXCXC-7QUZBC,ETH/USD
a,2024-11-12T06:50:48.845058337Z,2024-11-11 23:50:48.447860,0.4004724,2193.75,delete,ODUQ57-76PAQ-5WVNF6,DOGE/USD
a,2024-11-12T06:50:35.615533399Z,2024-11-11 23:50:48.447860,0.4006821,2193.75,add,OHXSXY-TZXI3-CYSGLM,DOGE/USD
b,2024-11-12T06:50:48.849026174Z,2024-11-11 23:50:48.453630,3390.22,45.42471929,delete,O6MUW6-2YCO5-AFG3DF,ETH/USD
b,2024-11-12T06:50:47.009588631Z,2024-11-11 23:50:48.453630,3389.43,1.0,add,OFXAL2-MX6W5-53WO66,ETH/USD
a,2024-11-12T06:50:48.532441722Z,2024-11-11 23:50:48.457867,3391.8,0.0087801,delete,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
a,2024-11-12T06:50:14.030585826Z,2024-11-11 23:50:48.457867,3393.66,0.926,add,O4B2PS-ACXZD-ZBNWK3,ETH/USD
a,2024-11-12T06:50:47.432896054Z,2024-11-11 23:50:48.457867,3393.66,1.32379775,add,OCTR7U-AJJIV-G4C7RX,ETH/USD
a,2024-11-12T06:50:48.851263200Z,2024-11-11 23:50:48.457959,3392.46,0.0087801,add,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
a,2024-11-12T06:50:48.851513580Z,2024-11-11 23:50:48.458062,221.11,17.09441927,add,OUZBOR-FKYRN-XN4WO5,SOL/USD
a,2024-11-12T06:50:48.853194063Z,2024-11-11 23:50:48.458762,0.4002249,56481.12749248,delete,OAHWU4-RZPMF-LFFANH,DOGE/USD
a,2024-11-12T06:50:48.350923298Z,2024-11-11 23:50:48.458762,0.4006999,317306.68672537,add,OPQAG3-B7Q3S-QZEBET,DOGE/USD
b,2024-11-12T06:50:48.857044787Z,2024-11-11 23:50:48.463591,0.3995068,64417.3509898,delete,OMALN7-KGKRX-CUMKRK,DOGE/USD
b,2024-11-12T06:50:46.900588957Z,2024-11-11 23:50:48.463591,0.3993624,30000.0,add,O3HQY7-PB7ZZ-WLMWPV,DOGE/USD
a,2024-11-12T06:50:48.858482965Z,2024-11-11 23:50:48.464727,89788.4,0.234904,delete,OKN6WZ-3EJKF-5RQXLT,BTC/USD
a,2024-11-12T06:50:47.518280417Z,2024-11-11 23:50:48.464727,89809.3,2.78367906,add,OJSG3L-CHNMI-SDCOMI,BTC/USD
b,2024-11-12T06:50:48.863315861Z,2024-11-11 23:50:48.470926,89762.9,0.04454749,add,OODMGJ-RDWFC-VJJY2Q,BTC/USD
b,2024-11-12T06:50:48.864098131Z,2024-11-11 23:50:48.472170,89762.9,0.25,add,OQ6W3K-HBSV5-UU7MS4,BTC/USD
a,2024-11-12T06:50:48.868964605Z,2024-11-11 23:50:48.478582,89799.4,5.56796607,delete,OR6DV7-CGFIO-7YBHAH,BTC/USD
a,2024-11-12T06:50:02.311601679Z,2024-11-11 23:50:48.478582,89810.1,0.3375,add,OEZXNW-AUZO7-GKZCFU,BTC/USD
a,2024-11-12T06:50:48.871268208Z,2024-11-11 23:50:48.480110,89807.9,0.00738658,add,OGGFYN-NBJW4-YYI7L2,BTC/USD
a,2024-11-12T06:50:48.874745797Z,2024-11-11 23:50:48.483949,0.4006744,35051.8,delete,OWJVL3-HGCXF-BA7K7N,DOGE/USD
a,2024-11-12T06:50:47.940887549Z,2024-11-11 23:50:48.483949,0.4007,4163.29036242,add,O456OK-YRX75-KIYHW2,DOGE/USD
a,2024-11-12T06:50:48.874902051Z,2024-11-11 23:50:48.509556,0.4005124,2193.75,delete,O7YBQK-3JTFN-MRKJO6,DOGE/USD
a,2024-11-12T06:50:47.276549019Z,2024-11-11 23:50:48.509556,0.4007001,98618.98622383,add,OUORSI-5T2KG-MLGOWU,DOGE/USD
a,2024-11-12T06:50:48.876067816Z,2024-11-11 23:50:48.509703,0.4006215,5631.01938712,delete,OGIXRI-KLXSR-QREKIO,DOGE/USD
a,2024-11-12T06:50:48.876021432Z,2024-11-11 23:50:48.509703,0.4007298,5631.01938712,add,OUZG7F-77XHP-3PQLLA,DOGE/USD
a,2024-11-12T06:50:48.838784419Z,2024-11-11 23:50:48.509834,89799.3,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:02.311601679Z,2024-11-11 23:50:48.509834,89810.1,0.3375,add,OEZXNW-AUZO7-GKZCFU,BTC/USD
a,2024-11-12T06:50:48.884755404Z,2024-11-11 23:50:48.509918,89809.2,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:48.884887773Z,2024-11-11 23:50:48.510008,221.04,45.24229464,add,OELIFZ-3HRZC-AITY4D,SOL/USD
b,2024-11-12T06:50:48.885986140Z,2024-11-11 23:50:48.510151,3390.16,4.24812982,delete,OD7KES-TAVV7-CW5QME,ETH/USD
b,2024-11-12T06:50:41.959914858Z,2024-11-11 23:50:48.510151,3389.42,0.44255359,add,OD6ABK-QLVKL-BO6ZRI,ETH/USD
b,2024-11-12T06:50:48.885986144Z,2024-11-11 23:50:48.510235,3390.56,4.24812982,add,OUVHXF-PPMDL-KQIW7C,ETH/USD
b,2024-11-12T06:50:48.886193947Z,2024-11-11 23:50:48.510327,3390.56,4.24812982,add,OBAEIE-ZUBVB-C4PMI3,ETH/USD
b,2024-11-12T06:50:48.897812713Z,2024-11-11 23:50:48.516625,0.3994803,5631.01938712,delete,OHJPLD-QO42C-E2SV3E,DOGE/USD
b,2024-11-12T06:50:44.754317834Z,2024-11-11 23:50:48.516625,0.3993521,2193.75,add,O3XTPP-63AL5-LEHS6Z,DOGE/USD
b,2024-11-12T06:50:48.898152122Z,2024-11-11 23:50:48.516722,0.3995829,5631.01938712,add,OQYRZF-BEYLV-X3MWSR,DOGE/USD
a,2024-11-12T06:50:48.902669045Z,2024-11-11 23:50:48.525530,89792.0,0.01918709,delete,OAXNHR-QHNZX-F6XTCF,BTC/USD
a,2024-11-12T06:50:48.302165631Z,2024-11-11 23:50:48.525530,89811.0,0.00556897,add,OPXKU3-WZRUH-XISHPM,BTC/USD
a,2024-11-12T06:50:48.907769755Z,2024-11-11 23:50:48.533700,0.4005524,2193.75,delete,OMBON5-AFE24-HW2EC3,DOGE/USD
a,2024-11-12T06:50:12.113264657Z,2024-11-11 23:50:48.533700,0.4007624,2193.75,add,OFP7YL-3BWA5-RLWAIE,DOGE/USD
a,2024-11-12T06:50:48.908219018Z,2024-11-11 23:50:48.534902,3392.71,5.9,delete,OIP622-NEOEM-H2CFC7,ETH/USD
a,2024-11-12T06:50:14.030585826Z,2024-11-11 23:50:48.534902,3393.66,0.926,add,O4B2PS-ACXZD-ZBNWK3,ETH/USD
a,2024-11-12T06:50:47.432896054Z,2024-11-11 23:50:48.534902,3393.66,1.32379775,add,OCTR7U-AJJIV-G4C7RX,ETH/USD
a,2024-11-12T06:50:48.911376104Z,2024-11-11 23:50:48.541087,3393.06,73.67997182,delete,OPVHE7-FJQLR-N3RRX7,ETH/USD
a,2024-11-12T06:50:46.983013504Z,2024-11-11 23:50:48.541087,3393.72,4.425,add,OXO67A-CGKWP-SNRTF4,ETH/USD
a,2024-11-12T06:50:48.915455753Z,2024-11-11 23:50:48.547456,3392.62,0.84574642,delete,OIUEG4-53DNV-2T6D6Z,ETH/USD
a,2024-11-12T06:50:47.052086918Z,2024-11-11 23:50:48.547456,3393.93,2.7,add,OGDXJI-YD2GZ-36UFYH,ETH/USD
a,2024-11-12T06:50:48.915746919Z,2024-11-11 23:50:48.548073,3393.65,17.68431317,delete,ODD4K5-LO2K5-H623I2,ETH/USD
a,2024-11-12T06:50:47.778575582Z,2024-11-11 23:50:48.548073,3393.95,0.4613676,add,OFV76Y-KKTCR-5NTKD7,ETH/USD
a,2024-11-12T06:50:48.917210858Z,2024-11-11 23:50:48.551348,89802.5,0.278678,delete,OKII4Q-KQFMZ-SIVCJY,BTC/USD
a,2024-11-12T06:49:20.898234288Z,2024-11-11 23:50:48.551348,89812.2,0.00032668,add,OMQ5LN-WVREQ-4BE63M,BTC/USD
a,2024-11-12T06:50:48.920479291Z,2024-11-11 23:50:48.557042,221.04,45.24122151,delete,O5YH4A-CZNND-7GTL4F,SOL/USD
b,2024-11-12T06:50:48.920643725Z,2024-11-11 23:50:48.557518,220.94,99.57225066,delete,ODTZUB-GGAAG-VOX356,SOL/USD
b,2024-11-12T06:50:45.334239310Z,2024-11-11 23:50:48.557518,220.83,8.82,add,OK5VP6-5XIEA-FTBEHU,SOL/USD
b,2024-11-12T06:50:48.726117844Z,2024-11-11 23:50:48.557518,220.83,0.8,add,OHOXUY-633OS-SNGE7W,SOL/USD
a,2024-11-12T06:50:48.920653401Z,2024-11-11 23:50:48.557685,221.04,45.24229464,delete,OELIFZ-3HRZC-AITY4D,SOL/USD
a,2024-11-12T06:50:47.401244071Z,2024-11-11 23:50:48.557685,221.12,3.91267939,add,OODXCH-PI76B-RGZNEM,SOL/USD
a,2024-11-12T06:50:48.921647907Z,2024-11-11 23:50:48.559451,3393.95,0.4613676,delete,OFV76Y-KKTCR-5NTKD7,ETH/USD
a,2024-11-12T06:50:46.898075288Z,2024-11-11 23:50:48.559451,3394.02,2.35709205,add,OG2Y6C-7BZZ4-5ROSP6,ETH/USD
b,2024-11-12T06:50:48.923504065Z,2024-11-11 23:50:48.563510,0.3994035,1000.70887715,delete,OIORJH-OKY3B-QC3ZXL,DOGE/USD
b,2024-11-12T06:50:44.754317834Z,2024-11-11 23:50:48.563510,0.3993521,2193.75,add,O3XTPP-63AL5-LEHS6Z,DOGE/USD
a,2024-11-12T06:50:48.934629392Z,2024-11-11 23:50:48.577079,3392.91,2.7,delete,OUNHQZ-4A4B3-5433JI,ETH/USD
a,2024-11-12T06:50:48.154564233Z,2024-11-11 23:50:48.577079,3394.2,73.65514642,add,OJHVC4-3MPK2-TX3NLE,ETH/USD
a,2024-11-12T06:50:48.936591131Z,2024-11-11 23:50:48.579359,3393.72,4.425,delete,OXO67A-CGKWP-SNRTF4,ETH/USD
a,2024-11-12T06:50:23.115070602Z,2024-11-11 23:50:48.579359,3394.4,2.7,add,OEESEX-Z3NCA-54Y3YS,ETH/USD
a,2024-11-12T06:50:48.944415454Z,2024-11-11 23:50:48.589454,3392.86,4.24812982,delete,OXKEQL-4BEOU-UXE5JD,ETH/USD
a,2024-11-12T06:50:47.459208707Z,2024-11-11 23:50:48.589454,3394.41,11.96673967,add,O4GRRA-ZYX6Q-QDH7TB,ETH/USD
a,2024-11-12T06:50:48.944415458Z,2024-11-11 23:50:48.589553,3393.29,4.24812982,add,ORBRLE-TF2RC-HW5O23,ETH/USD
a,2024-11-12T06:50:48.949597908Z,2024-11-11 23:50:48.598675,0.4003364,2377.42638793,delete,OOG5VZ-PJBAM-XTLZC6,DOGE/USD
a,2024-11-12T06:50:20.913941619Z,2024-11-11 23:50:48.598675,0.4008025,2193.75,add,OGRUP4-KLG5U-DBGVXF,DOGE/USD
a,2024-11-12T06:50:48.955680036Z,2024-11-11 23:50:48.607401,221.06,45.23681729,add,OCGQVR-FPVDT-6WBXFQ,SOL/USD
b,2024-11-12T06:50:48.955794183Z,2024-11-11 23:50:48.632868,220.96,99.56284442,add,OH3UMS-2BEUC-SSO2AG,SOL/USD
a,2024-11-12T06:50:48.958999968Z,2024-11-11 23:50:48.633012,89807.9,0.00738658,delete,OGGFYN-NBJW4-YYI7L2,BTC/USD
a,2024-11-12T06:50:03.848562474Z,2024-11-11 23:50:48.633012,89815.9,6.12e-05,add,OZUIIF-CTLKM-XLVUDE,BTC/USD
b,2024-11-12T06:50:48.963074794Z,2024-11-11 23:50:48.633137,0.3997179,12442.0,add,OWABWV-5V5BS-CNATEX,DOGE/USD
a,2024-11-12T06:50:48.965959414Z,2024-11-11 23:50:48.633278,0.4005924,2193.75,delete,OGY4VS-ZAEI4-PECD6J,DOGE/USD
a,2024-11-12T06:50:21.345727809Z,2024-11-11 23:50:48.633278,0.4008827,2193.75,add,OXYILR-NOC7Z-3ULVSR,DOGE/USD
a,2024-11-12T06:50:48.968247655Z,2024-11-11 23:50:48.633389,3393.66,1.32379775,delete,OCTR7U-AJJIV-G4C7RX,ETH/USD
a,2024-11-12T06:50:48.968332427Z,2024-11-11 23:50:48.633477,3394.03,1.32379775,add,OCPIEH-B3YIY-NUOMNY,ETH/USD
a,2024-11-12T06:50:48.969826426Z,2024-11-11 23:50:48.633611,89809.3,2.78367906,delete,OJSG3L-CHNMI-SDCOMI,BTC/USD
a,2024-11-12T06:50:48.430280635Z,2024-11-11 23:50:48.633611,89819.0,1.57889606,add,ON6JKP-5KM4E-EFCVTL,BTC/USD
a,2024-11-12T06:50:48.971870937Z,2024-11-11 23:50:48.633742,0.4005123,18708.65110467,delete,OTHV45-IKKOM-4EASLB,DOGE/USD
a,2024-11-12T06:50:38.754695746Z,2024-11-11 23:50:48.633742,0.4009227,2193.75,add,ONAOE6-JENF6-6L7IRT,DOGE/USD
a,2024-11-12T06:50:48.973607191Z,2024-11-11 23:50:48.633833,3394.09,1.472,add,ODBJGF-C5U43-TJLBP3,ETH/USD
a,2024-11-12T06:50:48.476171783Z,2024-11-11 23:50:48.633994,221.02,0.05310886,delete,OTIWSF-LGU7J-3TVJX3,SOL/USD
a,2024-11-12T06:50:47.367050466Z,2024-11-11 23:50:48.633994,221.13,34.03580331,add,O5TXXS-EOPDH-NDPFRP,SOL/USD
a,2024-11-12T06:50:48.973944524Z,2024-11-11 23:50:48.634097,221.05,0.05310886,add,OTIWSF-LGU7J-3TVJX3,SOL/USD
a,2024-11-12T06:50:48.974860536Z,2024-11-11 23:50:48.634293,0.4006421,2193.75,delete,OV4WMK-T6JFU-EXMDVW,DOGE/USD
a,2024-11-12T06:50:46.995443595Z,2024-11-11 23:50:48.634293,0.4009576,77249.52840597,add,OD5DHL-NVD7S-2WGF3H,DOGE/USD
a,2024-11-12T06:50:48.975018843Z,2024-11-11 23:50:48.634421,0.4007001,98618.98622383,delete,OUORSI-5T2KG-MLGOWU,DOGE/USD
a,2024-11-12T06:50:48.961115992Z,2024-11-11 23:50:48.634421,0.4010145,52074.32203981,add,OIHZPF-K2GWI-AHHURV,DOGE/USD
a,2024-11-12T06:50:48.977459200Z,2024-11-11 23:50:48.634515,0.4010056,35051.8,add,OA2GJW-AGB2K-VUVH72,DOGE/USD
b,2024-11-12T06:50:48.429052507Z,2024-11-11 23:50:48.641651,220.92,0.19006863,delete,OR2243-TF3BK-7FHXGZ,SOL/USD
b,2024-11-12T06:50:45.334239310Z,2024-11-11 23:50:48.641651,220.83,8.82,add,OK5VP6-5XIEA-FTBEHU,SOL/USD
b,2024-11-12T06:50:48.726117844Z,2024-11-11 23:50:48.641651,220.83,0.8,add,OHOXUY-633OS-SNGE7W,SOL/USD
b,2024-11-12T06:50:48.983942439Z,2024-11-11 23:50:48.641745,220.98,0.19001702,add,OR2243-TF3BK-7FHXGZ,SOL/USD
a,2024-11-12T06:50:48.989952646Z,2024-11-11 23:50:48.649890,0.4006998,18708.65110467,add,OHJFJU-3BHIV-2WNWVF,DOGE/USD
a,2024-11-12T06:50:48.990508483Z,2024-11-11 23:50:48.650028,0.4007624,2193.75,delete,OFP7YL-3BWA5-RLWAIE,DOGE/USD
a,2024-11-12T06:50:48.977459200Z,2024-11-11 23:50:48.650028,0.4010056,35051.8,add,OA2GJW-AGB2K-VUVH72,DOGE/USD
a,2024-11-12T06:50:48.884755404Z,2024-11-11 23:50:48.650605,89809.2,0.01147803,delete,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:01.975541669Z,2024-11-11 23:50:48.650605,89819.1,0.3375,add,O3MM6E-X3ZFH-BZWWSZ,BTC/USD
a,2024-11-12T06:50:48.995476881Z,2024-11-11 23:50:48.650698,89818.9,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
a,2024-11-12T06:50:48.996248962Z,2024-11-11 23:50:48.651141,221.05,45.23949941,add,ORBMFF-JT4WM-WRHDFK,SOL/USD
b,2024-11-12T06:50:48.996900500Z,2024-11-11 23:50:48.651759,0.399718,7433.0,add,OC52HT-Q7HI4-DU3WHP,DOGE/USD
a,2024-11-12T06:50:49.003464176Z,2024-11-11 23:50:48.657772,221.06,45.23681729,delete,OCGQVR-FPVDT-6WBXFQ,SOL/USD
a,2024-11-12T06:50:49.005845992Z,2024-11-11 23:50:48.661347,89819.0,0.01949308,add,OLG4WW-DNZZB-R7555J,BTC/USD
a,2024-11-12T06:50:49.012190080Z,2024-11-11 23:50:48.666471,3392.1,73.7006698,add,OHTPSR-VYDYV-TTKGDQ,ETH/USD
a,2024-11-12T06:50:49.012244889Z,2024-11-11 23:50:48.666947,3393.63,73.66757947,add,OAWZRH-TZHDH-654GMZ,ETH/USD
a,2024-11-12T06:50:49.012295684Z,2024-11-11 23:50:48.667033,3392.78,73.68596115,add,OF5KKS-LFAYG-TH5WLM,ETH/USD
a,2024-11-12T06:50:49.012311981Z,2024-11-11 23:50:48.667152,3392.18,73.6990741,add,OYELIC-XNP6Z-IJIH7O,ETH/USD
a,2024-11-12T06:50:49.015886843Z,2024-11-11 23:50:48.670060,3393.12,2.7,add,OXBRYQ-BVXHM-7QDJC6,ETH/USD
