side,ts_event,ts_recv,price,size,action,order_id,symbol
b,2024-11-12T06:50:53.393521848Z,2024-11-11 23:50:53.004603,0.4002253,10954.70230596,delete,O4YFOS-WS3Y7-TTTWLF,DOGE/USD
b,2024-11-12T06:50:53.367721601Z,2024-11-11 23:50:53.004603,0.400019,19395.37513223,add,OSXWQ4-EJXFO-KDQLXD,DOGE/USD
b,2024-11-12T06:50:53.397684167Z,2024-11-11 23:50:53.004775,220.86,108.66192361,delete,O5MR6I-4ZORD-IEUVB4,SOL/USD
b,2024-11-12T06:50:53.400295586Z,2024-11-11 23:50:53.005010,0.4001514,2193.75,delete,OEUO6S-YFBIE-CKH4NW,DOGE/USD
b,2024-11-12T06:50:53.367875058Z,2024-11-11 23:50:53.005010,0.3998733,68255.88193898,add,OVMXLO-QFPXR-RVROXJ,DOGE/USD
b,2024-11-12T06:50:53.400708570Z,2024-11-11 23:50:53.005181,220.91,45.26578371,add,OYYCC3-R4QVA-RLKX2G,SOL/USD
b,2024-11-12T06:50:53.422724914Z,2024-11-11 23:50:53.015429,220.86,7.599,delete,OSHRYM-EJJNZ-YSZDW7,SOL/USD
b,2024-11-12T06:50:49.209483855Z,2024-11-11 23:50:53.015429,220.81,114.134,add,O2KGLY-PQRWI-NTXQLJ,SOL/USD
b,2024-11-12T06:50:53.424673827Z,2024-11-11 23:50:53.017250,0.4001514,2193.75,add,OBJ4SA-CKDPN-ROOIXX,DOGE/USD
b,2024-11-12T06:50:53.427615302Z,2024-11-11 23:50:53.020334,3390.61,52.49782131,delete,OIDTVB-SEFE2-4N4GN5,ETH/USD
b,2024-11-12T06:50:49.004205156Z,2024-11-11 23:50:53.020334,3389.27,4.425,add,ODHX5R-VW7QM-LSHCSB,ETH/USD
b,2024-11-12T06:50:53.431306668Z,2024-11-11 23:50:53.024963,3390.49,52.49968174,add,O2CTBK-RKH4V-VXRIPC,ETH/USD
a,2024-11-12T06:50:53.431867981Z,2024-11-11 23:50:53.025545,3392.75,0.84574642,add,OOR6SE-BRT5G-D2J5ZD,ETH/USD
b,2024-11-12T06:50:53.442749827Z,2024-11-11 23:50:53.035954,3390.61,52.49786919,add,O5QEXW-F5M3K-IXESVI,ETH/USD
b,2024-11-12T06:50:53.444424646Z,2024-11-11 23:50:53.037174,0.400173,4009.2,add,ODJZQP-W6GDU-HSG7GW,DOGE/USD
b,2024-11-12T06:50:53.449678997Z,2024-11-11 23:50:53.042508,0.4001514,2193.75,delete,OBJ4SA-CKDPN-ROOIXX,DOGE/USD
b,2024-11-12T06:50:53.367721601Z,2024-11-11 23:50:53.042508,0.400019,19395.37513223,add,OSXWQ4-EJXFO-KDQLXD,DOGE/USD
b,2024-11-12T06:50:53.453544756Z,2024-11-11 23:50:53.046701,0.400019,19395.37513223,delete,OSXWQ4-EJXFO-KDQLXD,DOGE/USD
b,2024-11-12T06:50:53.367875058Z,2024-11-11 23:50:53.046701,0.3998733,68255.88193898,add,OVMXLO-QFPXR-RVROXJ,DOGE/USD
b,2024-11-12T06:50:53.463016426Z,2024-11-11 23:50:53.055876,0.4001113,2193.75,delete,OQ35MO-UZ564-VSW5K3,DOGE/USD
b,2024-11-12T06:50:53.372204785Z,2024-11-11 23:50:53.055876,0.3997288,18755.97122956,add,OOVHBC-BRHRV-HNZCG7,DOGE/USD
b,2024-11-12T06:50:53.463377039Z,2024-11-11 23:50:53.056046,0.4002263,15987.6215735,delete,O4NWKF-RI6V2-LX5N4C,DOGE/USD
b,2024-11-12T06:50:49.076217983Z,2024-11-11 23:50:53.056046,0.3997287,5631.01938712,add,ONN2KJ-VTX3F-WY54MK,DOGE/USD
b,2024-11-12T06:50:53.465743625Z,2024-11-11 23:50:53.072186,0.4000712,2193.75,add,ORFQ6O-AGAQX-P2LD4H,DOGE/USD
b,2024-11-12T06:50:53.236286920Z,2024-11-11 23:50:53.072326,0.4001946,228.70738505,delete,OIECY6-FJ6KA-IZY7H2,DOGE/USD
b,2024-11-12T06:50:49.076217983Z,2024-11-11 23:50:53.072326,0.3997287,5631.01938712,add,ONN2KJ-VTX3F-WY54MK,DOGE/USD
b,2024-11-12T06:50:53.466877375Z,2024-11-11 23:50:53.072439,0.4001731,228.71967275,add,OIECY6-FJ6KA-IZY7H2,DOGE/USD
a,2024-11-12T06:50:53.467089548Z,2024-11-11 23:50:53.072532,0.4004682,12878.2110521,add,OCLPH4-IWEOM-CSTCX6,DOGE/USD
b,2024-11-12T06:50:53.467133171Z,2024-11-11 23:50:53.072620,0.4002067,15988.40358154,add,OEYAGO-AFSF2-R3EL46,DOGE/USD
b,2024-11-12T06:50:53.468897149Z,2024-11-11 23:50:53.072756,0.4000712,2193.75,delete,ORFQ6O-AGAQX-P2LD4H,DOGE/USD
b,2024-11-12T06:50:53.372204785Z,2024-11-11 23:50:53.072756,0.3997288,18755.97122956,add,OOVHBC-BRHRV-HNZCG7,DOGE/USD
a,2024-11-12T06:50:53.469537783Z,2024-11-11 23:50:53.072843,0.4004482,2193.75,add,OZQFMK-MH3X3-5QJWFR,DOGE/USD
a,2024-11-12T06:50:53.469593304Z,2024-11-11 23:50:53.072926,0.4005733,2193.75,delete,OHUAPL-SXOFV-ZAM6DQ,DOGE/USD
a,2024-11-12T06:50:53.470670843Z,2024-11-11 23:50:53.073007,0.4003921,14535.8165794,add,OAD4TV-7KHSA-LHO73Y,DOGE/USD
a,2024-11-12T06:50:53.471355616Z,2024-11-11 23:50:53.073128,0.4005715,28064.66382868,delete,OORIM2-4NIHH-7WPYON,DOGE/USD
a,2024-11-12T06:50:52.637800407Z,2024-11-11 23:50:53.073128,0.400696,2193.75,add,OH3WDO-GUHKW-YVEJGX,DOGE/USD
a,2024-11-12T06:50:53.471489697Z,2024-11-11 23:50:53.073250,0.4004682,12878.2110521,delete,OCLPH4-IWEOM-CSTCX6,DOGE/USD
a,2024-11-12T06:50:53.367843884Z,2024-11-11 23:50:53.073250,0.4007116,91478.6446181,add,OZXA7R-RFN3O-O42W46,DOGE/USD
b,2024-11-12T06:50:53.471792241Z,2024-11-11 23:50:53.073365,220.91,45.26578371,delete,OYYCC3-R4QVA-RLKX2G,SOL/USD
b,2024-11-12T06:50:53.424557090Z,2024-11-11 23:50:53.073365,220.78,7.599,add,OVASBY-KQ2CC-GJ3PFR,SOL/USD
b,2024-11-12T06:50:53.472028902Z,2024-11-11 23:50:53.073447,0.4000311,2193.75,add,OCY4FS-ZSF5K-MQJTEG,DOGE/USD
a,2024-11-12T06:50:53.472958900Z,2024-11-11 23:50:53.073529,0.4004689,2193.75,delete,OED2RS-F6RCS-UWNKFT,DOGE/USD
a,2024-11-12T06:50:53.473029352Z,2024-11-11 23:50:53.073608,0.4003921,2193.75,add,OJWJLG-SUWZX-SGHH52,DOGE/USD
b,2024-11-12T06:50:53.473604221Z,2024-11-11 23:50:53.073741,0.4002067,15988.40358154,delete,OEYAGO-AFSF2-R3EL46,DOGE/USD
b,2024-11-12T06:50:53.372204785Z,2024-11-11 23:50:53.073741,0.3997288,18755.97122956,add,OOVHBC-BRHRV-HNZCG7,DOGE/USD
b,2024-11-12T06:50:53.476243346Z,2024-11-11 23:50:53.073828,220.89,45.27087855,add,OKML7D-HWHZL-JG2NDM,SOL/USD
b,2024-11-12T06:50:53.476934163Z,2024-11-11 23:50:53.073982,0.400061,1001.89473262,delete,OZPF4F-KF5TX-5FMR2A,DOGE/USD
b,2024-11-12T06:50:49.076217983Z,2024-11-11 23:50:53.073982,0.3997287,5631.01938712,add,ONN2KJ-VTX3F-WY54MK,DOGE/USD
b,2024-11-12T06:50:53.478348364Z,2024-11-11 23:50:53.074547,0.400392,35030.6,delete,OURBXI-ZOQPT-WZUHYU,DOGE/USD
b,2024-11-12T06:50:48.004475489Z,2024-11-11 23:50:53.074547,0.3997166,3751.14269907,add,ODZL5S-E3SVJ-BUNXT6,DOGE/USD
b,2024-11-12T06:50:53.480719138Z,2024-11-11 23:50:53.074707,0.4000311,2193.75,delete,OCY4FS-ZSF5K-MQJTEG,DOGE/USD
b,2024-11-12T06:50:53.240986169Z,2024-11-11 23:50:53.074707,0.3997001,2193.75,add,OEQWDG-HP5CO-LOELFG,DOGE/USD
a,2024-11-12T06:50:53.480733685Z,2024-11-11 23:50:53.074845,0.4004482,2193.75,delete,OZQFMK-MH3X3-5QJWFR,DOGE/USD
a,2024-11-12T06:50:52.463600655Z,2024-11-11 23:50:53.074845,0.400738,2193.75,add,OR5I7D-OK7P4-72MP2R,DOGE/USD
b,2024-11-12T06:50:53.480855039Z,2024-11-11 23:50:53.074929,0.4001245,35008.8,add,O6W2LV-26EKU-BHGFA3,DOGE/USD
a,2024-11-12T06:50:53.481017797Z,2024-11-11 23:50:53.075031,0.4003721,2193.75,add,OZ7UPR-DJOEP-OJUU5L,DOGE/USD
a,2024-11-12T06:50:53.483514690Z,2024-11-11 23:50:53.075843,0.4003721,2193.75,add,ORQIKB-7MX5O-QL67TI,DOGE/USD
a,2024-11-12T06:50:53.484045649Z,2024-11-11 23:50:53.077132,0.4003921,14535.8165794,delete,OAD4TV-7KHSA-LHO73Y,DOGE/USD
b,2024-11-12T06:50:53.484900825Z,2024-11-11 23:50:53.077814,0.4000528,2193.75,add,O5TYWC-NBE3X-7PIJZM,DOGE/USD
a,2024-11-12T06:50:53.492902611Z,2024-11-11 23:50:53.085439,89796.8,0.00738658,add,O6SLLE-KNDUN-YT67IH,BTC/USD
b,2024-11-12T06:50:53.493060976Z,2024-11-11 23:50:53.085588,220.9,45.2682742,delete,OEBMCB-Y26YJ-R7QELL,SOL/USD
b,2024-11-12T06:50:48.915604359Z,2024-11-11 23:50:53.085588,220.77,1.81011856,add,OBRS2D-SLEFR-OOIRPA,SOL/USD
a,2024-11-12T06:50:53.494269502Z,2024-11-11 23:50:53.086591,89783.4,0.01884898,add,O47XVZ-X7XTA-QIWWOG,BTC/USD
b,2024-11-12T06:50:53.502569999Z,2024-11-11 23:50:53.095174,0.400173,4009.2,delete,ODJZQP-W6GDU-HSG7GW,DOGE/USD
b,2024-11-12T06:50:48.004475489Z,2024-11-11 23:50:53.095174,0.3997166,3751.14269907,add,ODZL5S-E3SVJ-BUNXT6,DOGE/USD
b,2024-11-12T06:50:53.503641317Z,2024-11-11 23:50:53.096607,0.4000528,2193.75,delete,O5TYWC-NBE3X-7PIJZM,DOGE/USD
b,2024-11-12T06:50:53.240986169Z,2024-11-11 23:50:53.096607,0.3997001,2193.75,add,OEQWDG-HP5CO-LOELFG,DOGE/USD
b,2024-11-12T06:50:53.506701167Z,2024-11-11 23:50:53.102368,0.3999325,2193.75,add,ORQONW-7ARLA-QWQNZJ,DOGE/USD
a,2024-11-12T06:50:53.507221504Z,2024-11-11 23:50:53.103013,220.98,32.54,add,OZJMIV-7EOQH-L3NIW2,SOL/USD
a,2024-11-12T06:50:53.507846620Z,2024-11-11 23:50:53.103912,0.4004889,28381.43130303,delete,OOD7QS-MFITY-IGRSEY,DOGE/USD
a,2024-11-12T06:50:52.463600655Z,2024-11-11 23:50:53.103912,0.400738,2193.75,add,OR5I7D-OK7P4-72MP2R,DOGE/USD
b,2024-11-12T06:50:53.507859238Z,2024-11-11 23:50:53.134734,0.4001729,13671.44737416,delete,O7N43F-C2RXQ-A744DC,DOGE/USD
b,2024-11-12T06:50:53.240986169Z,2024-11-11 23:50:53.134734,0.3997001,2193.75,add,OEQWDG-HP5CO-LOELFG,DOGE/USD
b,2024-11-12T06:50:53.507928802Z,2024-11-11 23:50:53.134902,0.4001143,71781.65252508,delete,O5MMKG-L243A-ES5EK4,DOGE/USD
b,2024-11-12T06:50:53.019222946Z,2024-11-11 23:50:53.134902,0.3996507,144121.15840749,add,OABEPD-6LYVY-N2V3YT,DOGE/USD
b,2024-11-12T06:50:53.466877375Z,2024-11-11 23:50:53.135061,0.4001731,228.71967275,delete,OIECY6-FJ6KA-IZY7H2,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.135061,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
b,2024-11-12T06:50:53.509456824Z,2024-11-11 23:50:53.135194,0.400173,228.71972991,add,OIECY6-FJ6KA-IZY7H2,DOGE/USD
b,2024-11-12T06:50:53.509456824Z,2024-11-11 23:50:53.135464,0.400173,228.71972991,delete,OIECY6-FJ6KA-IZY7H2,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.135464,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
b,2024-11-12T06:50:53.514654397Z,2024-11-11 23:50:53.135718,0.4001246,228.74739638,add,OIECY6-FJ6KA-IZY7H2,DOGE/USD
a,2024-11-12T06:50:53.518093725Z,2024-11-11 23:50:53.135916,89783.1,0.2946,add,OFZBXD-7FKNO-23GAKN,BTC/USD
a,2024-11-12T06:50:53.518610117Z,2024-11-11 23:50:53.136039,89783.1,0.2959,add,OAZTSV-TF6AW-I6P2XJ,BTC/USD
a,2024-11-12T06:50:53.518838956Z,2024-11-11 23:50:53.136144,89783.1,0.2938,add,OBNGZU-SBYGH-B5TWGG,BTC/USD
a,2024-11-12T06:50:53.519102474Z,2024-11-11 23:50:53.136261,89783.1,0.2992,add,OXD55J-XNIO5-X5L3ZL,BTC/USD
a,2024-11-12T06:50:53.519156796Z,2024-11-11 23:50:53.139481,89783.1,0.10985,add,OH4RK6-7TAZ6-U6CUYB,BTC/USD
a,2024-11-12T06:50:53.519172295Z,2024-11-11 23:50:53.139588,89783.1,0.2964,add,OBTYZE-UAZAX-RZKNEJ,BTC/USD
a,2024-11-12T06:50:53.525092770Z,2024-11-11 23:50:53.139689,89783.1,0.2992,delete,OXD55J-XNIO5-X5L3ZL,BTC/USD
a,2024-11-12T06:50:53.525104066Z,2024-11-11 23:50:53.139773,89783.1,0.2964,delete,OBTYZE-UAZAX-RZKNEJ,BTC/USD
a,2024-11-12T06:50:53.525309980Z,2024-11-11 23:50:53.139865,89783.1,0.2938,delete,OBNGZU-SBYGH-B5TWGG,BTC/USD
a,2024-11-12T06:50:53.525384237Z,2024-11-11 23:50:53.139957,89783.1,0.2959,delete,OAZTSV-TF6AW-I6P2XJ,BTC/USD
a,2024-11-12T06:50:53.525670721Z,2024-11-11 23:50:53.140049,89783.1,0.2946,delete,OFZBXD-7FKNO-23GAKN,BTC/USD
b,2024-11-12T06:50:53.530205304Z,2024-11-11 23:50:53.140209,89760.1,1.98306214,delete,O5IIHH-OV2AC-D4Z2ZV,BTC/USD
b,2024-11-12T06:50:53.119006522Z,2024-11-11 23:50:53.140209,89730.5,0.228073,add,OAAWUC-27GKE-CSAZDC,BTC/USD
b,2024-11-12T06:50:53.530218140Z,2024-11-11 23:50:53.140416,3390.61,52.49786919,delete,O5QEXW-F5M3K-IXESVI,ETH/USD
b,2024-11-12T06:50:48.443817340Z,2024-11-11 23:50:53.140416,3389.29,0.749,add,OAY6TS-NDTKH-SD6755,ETH/USD
a,2024-11-12T06:50:53.530842102Z,2024-11-11 23:50:53.140871,89783.1,0.10985,delete,OH4RK6-7TAZ6-U6CUYB,BTC/USD
b,2024-11-12T06:50:53.532847589Z,2024-11-11 23:50:53.141095,89742.8,0.3375,delete,OEQIBQ-TKZSY-MVYA4S,BTC/USD
b,2024-11-12T06:50:46.989938277Z,2024-11-11 23:50:53.141095,89727.8,0.3375,add,OVA6TY-WDDLR-QMITTO,BTC/USD
b,2024-11-12T06:50:53.533036872Z,2024-11-11 23:50:53.141253,220.89,45.27087855,delete,OKML7D-HWHZL-JG2NDM,SOL/USD
b,2024-11-12T06:50:53.535036859Z,2024-11-11 23:50:53.141978,89756.8,1.98313563,add,OPVCSJ-RGN3T-RNCLNU,BTC/USD
b,2024-11-12T06:50:53.535068087Z,2024-11-11 23:50:53.142108,3390.5,52.49952673,add,OHJRLD-CMWAV-2PARNL,ETH/USD
a,2024-11-12T06:50:53.535280415Z,2024-11-11 23:50:53.142322,89794.8,5.56825469,add,ODMVJM-6TJU4-WG4N5X,BTC/USD
b,2024-11-12T06:50:53.536789875Z,2024-11-11 23:50:53.142503,89738.0,0.3375,add,OZ22RP-ERAII-LWSEH6,BTC/USD
b,2024-11-12T06:50:53.536974707Z,2024-11-11 23:50:53.142720,89775.4,3.38622623,delete,OLFXSM-FS2EP-SUVVIQ,BTC/USD
b,2024-11-12T06:50:53.119006522Z,2024-11-11 23:50:53.142720,89730.5,0.228073,add,OAAWUC-27GKE-CSAZDC,BTC/USD
b,2024-11-12T06:50:53.537970467Z,2024-11-11 23:50:53.145767,89757.9,1.98311227,delete,OWLIWA-TPX4Q-TDYUAW,BTC/USD
b,2024-11-12T06:50:46.989938277Z,2024-11-11 23:50:53.145767,89727.8,0.3375,add,OVA6TY-WDDLR-QMITTO,BTC/USD
b,2024-11-12T06:50:53.539047022Z,2024-11-11 23:50:53.145922,3390.5,52.49952673,delete,OHJRLD-CMWAV-2PARNL,ETH/USD
b,2024-11-12T06:50:48.443817340Z,2024-11-11 23:50:53.145922,3389.29,0.749,add,OAY6TS-NDTKH-SD6755,ETH/USD
b,2024-11-12T06:50:53.540754582Z,2024-11-11 23:50:53.146924,220.85,108.66933649,add,O5OJ4V-VWAV5-PXD3WJ,SOL/USD
b,2024-11-12T06:50:53.540934075Z,2024-11-11 23:50:53.149112,220.88,45.2726325,add,OJYRJ2-K72DO-JKFMYB,SOL/USD
b,2024-11-12T06:50:53.540992623Z,2024-11-11 23:50:53.149238,220.83,2.21048126,add,O2UMJ2-AYA67-AGHNMU,SOL/USD
a,2024-11-12T06:50:53.541616679Z,2024-11-11 23:50:53.149351,89783.1,0.0222759,add,OJOBK6-GI7PS-T6FSL6,BTC/USD
b,2024-11-12T06:50:53.543479756Z,2024-11-11 23:50:53.153483,89739.4,3.93361009,add,O2ZASU-X3KB2-KIFAOT,BTC/USD
b,2024-11-12T06:50:53.278988266Z,2024-11-11 23:50:53.153769,89775.5,0.00023355,delete,OQWSW4-XHUHQ-DFGFBO,BTC/USD
b,2024-11-12T06:50:46.989938277Z,2024-11-11 23:50:53.153769,89727.8,0.3375,add,OVA6TY-WDDLR-QMITTO,BTC/USD
b,2024-11-12T06:50:53.544542841Z,2024-11-11 23:50:53.153960,89763.3,0.00023358,add,OQWSW4-XHUHQ-DFGFBO,BTC/USD
a,2024-11-12T06:50:53.544615106Z,2024-11-11 23:50:53.154143,3391.81,73.70695882,add,OORBFI-JBPD7-MT3QJQ,ETH/USD
b,2024-11-12T06:50:53.544864236Z,2024-11-11 23:50:53.154393,3390.22,52.50393066,add,OO2S2C-4DH56-IACWND,ETH/USD
a,2024-11-12T06:50:53.550102269Z,2024-11-11 23:50:53.158892,89783.1,0.01147803,add,OMOLGE-N7VR4-6S2FFO,BTC/USD
b,2024-11-12T06:50:53.550714695Z,2024-11-11 23:50:53.159335,0.3999325,2193.75,delete,ORQONW-7ARLA-QWQNZJ,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.159335,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
b,2024-11-12T06:50:53.551014510Z,2024-11-11 23:50:53.159573,0.4001245,35008.8,delete,O6W2LV-26EKU-BHGFA3,DOGE/USD
b,2024-11-12T06:50:46.900588957Z,2024-11-11 23:50:53.159573,0.3993624,30000.0,add,O3HQY7-PB7ZZ-WLMWPV,DOGE/USD
a,2024-11-12T06:50:53.551620915Z,2024-11-11 23:50:53.160390,220.98,113.16807465,add,O2YWOM-A6RNT-247EF4,SOL/USD
b,2024-11-12T06:50:53.553029995Z,2024-11-11 23:50:53.161273,0.3998387,35008.8,add,OP45GC-TCTYE-PMUB6K,DOGE/USD
b,2024-11-12T06:50:53.553277112Z,2024-11-11 23:50:53.183603,0.3999241,2193.75,add,O5AWOX-PR36K-BEL6RF,DOGE/USD
b,2024-11-12T06:50:53.553926504Z,2024-11-11 23:50:53.183745,0.4000297,52598.2363965,delete,OVU5VQ-7FEW3-Z4STTT,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.183745,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
a,2024-11-12T06:50:53.555825419Z,2024-11-11 23:50:53.183840,3391.57,0.0087801,add,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
b,2024-11-12T06:50:53.558873862Z,2024-11-11 23:50:53.183977,0.3999241,2193.75,delete,O5AWOX-PR36K-BEL6RF,DOGE/USD
b,2024-11-12T06:50:46.900588957Z,2024-11-11 23:50:53.183977,0.3993624,30000.0,add,O3HQY7-PB7ZZ-WLMWPV,DOGE/USD
b,2024-11-12T06:50:53.558917958Z,2024-11-11 23:50:53.184062,0.400037,7290.0,add,OMJTIF-QFEST-Z2VGGY,DOGE/USD
b,2024-11-12T06:50:53.562218624Z,2024-11-11 23:50:53.184152,0.399884,2193.75,add,O6SMUJ-KNFKO-3I5FXR,DOGE/USD
b,2024-11-12T06:50:53.563591431Z,2024-11-11 23:50:53.184277,220.88,45.2726325,delete,OJYRJ2-K72DO-JKFMYB,SOL/USD
b,2024-11-12T06:50:53.564714828Z,2024-11-11 23:50:53.184412,0.400037,7290.0,delete,OMJTIF-QFEST-Z2VGGY,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.184412,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
a,2024-11-12T06:50:53.565653165Z,2024-11-11 23:50:53.184540,0.4006908,2008.80416571,delete,OPQ4GL-WMEPH-USC6FE,DOGE/USD
a,2024-11-12T06:50:53.309835121Z,2024-11-11 23:50:53.184540,0.4008037,7433.0,add,OXL4S4-N333Z-FISMZK,DOGE/USD
b,2024-11-12T06:50:53.570363875Z,2024-11-11 23:50:53.184684,89730.5,0.228073,delete,OAAWUC-27GKE-CSAZDC,BTC/USD
b,2024-11-12T06:50:46.989938277Z,2024-11-11 23:50:53.184684,89727.8,0.3375,add,OVA6TY-WDDLR-QMITTO,BTC/USD
b,2024-11-12T06:50:53.281647685Z,2024-11-11 23:50:53.184853,220.89,0.19009444,delete,OR2243-TF3BK-7FHXGZ,SOL/USD
b,2024-11-12T06:50:53.019143986Z,2024-11-11 23:50:53.184853,220.76,360.8033439,add,O5U6GB-SXMQX-YI7GE3,SOL/USD
b,2024-11-12T06:50:53.052376931Z,2024-11-11 23:50:53.184853,220.76,251.40062601,add,OQKTWI-HUSDQ-JDGK4R,SOL/USD
b,2024-11-12T06:50:53.570815767Z,2024-11-11 23:50:53.184941,220.88,0.19010305,add,OR2243-TF3BK-7FHXGZ,SOL/USD
a,2024-11-12T06:50:53.574198527Z,2024-11-11 23:50:53.185068,0.4004689,2193.75,delete,OBMJPN-6UXZE-AJODTQ,DOGE/USD
a,2024-11-12T06:50:52.365161271Z,2024-11-11 23:50:53.185068,0.4008044,2193.75,add,O5OEWU-JJPZA-QR7PVI,DOGE/USD
b,2024-11-12T06:50:53.575280895Z,2024-11-11 23:50:53.185158,0.3998439,2193.75,add,O7QPHA-6RT6A-O5J2A5,DOGE/USD
b,2024-11-12T06:50:53.575560791Z,2024-11-11 23:50:53.185891,0.3997287,5631.01938712,delete,ONN2KJ-VTX3F-WY54MK,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.185891,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
a,2024-11-12T06:50:53.575586799Z,2024-11-11 23:50:53.185984,0.4006333,18520.76138979,add,O7LK6Z-DW6SJ-FYE7NW,DOGE/USD
b,2024-11-12T06:50:53.580150513Z,2024-11-11 23:50:53.186115,3390.34,52.50197095,delete,OUF7EW-USMED-EZHTV6,ETH/USD
b,2024-11-12T06:50:48.443817340Z,2024-11-11 23:50:53.186115,3389.29,0.749,add,OAY6TS-NDTKH-SD6755,ETH/USD
b,2024-11-12T06:50:53.589997689Z,2024-11-11 23:50:53.186241,3390.54,52.49892464,add,OG4RGD-CDTOD-ILSN6A,ETH/USD
b,2024-11-12T06:50:53.592869473Z,2024-11-11 23:50:53.200089,220.88,3.81967807,delete,O5NOQE-2VN3H-KKF6K7,SOL/USD
a,2024-11-12T06:50:53.596896621Z,2024-11-11 23:50:53.200321,221.07,34.03580331,add,OV7Q3V-HQ2VJ-V3FFBH,SOL/USD
b,2024-11-12T06:50:53.601619129Z,2024-11-11 23:50:53.200565,220.83,3.97486334,add,O63MEM-BULX7-BTDUOF,SOL/USD
b,2024-11-12T06:50:53.603077648Z,2024-11-11 23:50:53.200774,3390.54,52.49892464,delete,OG4RGD-CDTOD-ILSN6A,ETH/USD
b,2024-11-12T06:50:48.443817340Z,2024-11-11 23:50:53.200774,3389.29,0.749,add,OAY6TS-NDTKH-SD6755,ETH/USD
b,2024-11-12T06:50:53.605523343Z,2024-11-11 23:50:53.200963,89756.8,1.98313563,delete,OPVCSJ-RGN3T-RNCLNU,BTC/USD
b,2024-11-12T06:50:49.469672896Z,2024-11-11 23:50:53.200963,89726.0,0.00556897,add,OWV4T5-P6PV7-T7IS35,BTC/USD
b,2024-11-12T06:50:53.605616545Z,2024-11-11 23:50:53.201074,0.3999393,4009.2,add,OSQKQX-OUSW7-QHUFYJ,DOGE/USD
b,2024-11-12T06:50:53.606471158Z,2024-11-11 23:50:53.201206,3390.41,52.50095442,add,OWF5CN-3GTRQ-3MZRFI,ETH/USD
b,2024-11-12T06:50:53.609617235Z,2024-11-11 23:50:53.202985,89756.4,1.98314436,add,OEQWWQ-NX3T7-CG5DJA,BTC/USD
a,2024-11-12T06:50:53.610026463Z,2024-11-11 23:50:53.203272,0.4007288,4000.0,add,OGLN2C-MT3JR-IK5QEG,DOGE/USD
b,2024-11-12T06:50:53.613962903Z,2024-11-11 23:50:53.206904,89756.4,1.98314436,delete,OEQWWQ-NX3T7-CG5DJA,BTC/USD
b,2024-11-12T06:50:49.469672896Z,2024-11-11 23:50:53.206904,89726.0,0.00556897,add,OWV4T5-P6PV7-T7IS35,BTC/USD
b,2024-11-12T06:50:53.615502625Z,2024-11-11 23:50:53.208235,0.3999393,4009.2,delete,OSQKQX-OUSW7-QHUFYJ,DOGE/USD
b,2024-11-12T06:50:49.733273255Z,2024-11-11 23:50:53.208235,0.399624,43566.46486885,add,O3NK7K-24AOK-UJLEIE,DOGE/USD
a,2024-11-12T06:50:53.617437295Z,2024-11-11 23:50:53.210054,0.4004784,2008.80416571,add,OQ6CSL-4QTE6-TGP5XR,DOGE/USD
a,2024-11-12T06:50:53.620648440Z,2024-11-11 23:50:53.214240,89783.1,1.78243456,add,O25K55-JD6QS-RUWFVM,BTC/USD
a,2024-11-12T06:50:53.626077764Z,2024-11-11 23:50:53.219130,89791.4,0.06,add,ORWQU5-VSIH3-D57X6T,BTC/USD
a,2024-11-12T06:50:53.555825419Z,2024-11-11 23:50:53.232493,3391.57,0.0087801,delete,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
a,2024-11-12T06:50:53.639315068Z,2024-11-11 23:50:53.232593,3391.8,0.0087801,add,OQS3QQ-M7SGB-VFEJNZ,ETH/USD
b,2024-11-12T06:50:53.649970829Z,2024-11-11 23:50:53.242613,3390.12,4.77708429,delete,OBCFJF-IYUXT-MZZSQI,ETH/USD
b,2024-11-12T06:50:53.649970833Z,2024-11-11 23:50:53.242713,3389.62,4.77708429,add,OLEM2I-MYIOW-4X343L,ETH/USD
b,2024-11-12T06:50:53.652465573Z,2024-11-11 23:50:53.245413,3389.62,4.77708429,add,O32YE6-T7IX7-NAXRLB,ETH/USD
b,2024-11-12T06:50:53.514654397Z,2024-11-11 23:50:53.250663,0.4001246,228.74739638,delete,OIECY6-FJ6KA-IZY7H2,DOGE/USD
