timestamp,symbol,bid,bid_qty,ask,ask_qty,last,volume,vwap,low,high,change,change_pct
2024-11-11 23:43:57.427943,DOGE/USD,0.401049,4000.0,0.4015481,7290.0,0.4015861,904408297.6304885,0.3395477,0.2755281,0.4229196,0.1239667,44.65
2024-11-11 23:43:59.414160,DOGE/USD,0.4019287,1132.3396073,0.4021137,1993.85046664,0.4019287,904409359.0408813,0.3395478,0.2755281,0.4229196,0.1243093,44.78
2024-11-11 23:44:00.253382,DOGE/USD,0.4018245,2193.75,0.4020641,3135.56,0.4020641,904410610.9808812,0.3395478,0.2755281,0.4229196,0.1244447,44.83
2024-11-11 23:44:00.722506,DOGE/USD,0.4006935,87203.23838197,0.4018439,1716.57072399,0.4006935,904510610.9808812,0.3395546,0.2755281,0.4229196,0.1230741,44.33
2024-11-11 23:44:01.198756,DOGE/USD,0.4010091,7009.75537433,0.4017887,30550.91703547,0.4010091,904511110.9808812,0.3395546,0.2755281,0.4229196,0.1233897,44.45
